candidate_name,party_name,storkreds,age,age_num,education,birthdate,tiktok_exists,tiktok_handle_from_url,videos_total_pre_election,videos_total_2026_pre_election,videos_last_90d,videos_last_30d,videos_last_14d,videos_last_7d,log1p_videos_total_pre_election,log1p_videos_total_2026_pre_election,log1p_videos_last_90d,log1p_videos_last_30d,log1p_videos_last_14d,log1p_videos_last_7d,candidate_votes_2026_total,party_votes_2026_total,vote_share_of_party_2026_total,candidate_votes_2022_total,party_votes_2022_total,vote_share_of_party_2022_total
Michael Klausen,Liberal Alliance,østjylland,49 år,49.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,334421,0.0002362291841720466,,,
Michael Melchert,Liberal Alliance,københavns omegn,53 år,53.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,334421,0.000989770379252499,,,
Michael Nedersøe,Dansk Folkeparti,østjylland,47 år,47.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2075,324518,0.006394098324284015,661.0,93428.0,0.007074966819368925
Michael Nielsen,Moderaterne,vestjylland,56 år,56.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562,274775,0.002045309798926394,,,
Michael Pihl,Dansk Folkeparti,sjælland,60 år,60.0,Kandidat-/masteruddannelse,1966-01-19T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,324518,0.00034204574168459067,,,
Michael Portefee P. Lex,Radikale Venstre,nordjylland,65 år,65.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,207442,0.0006845286875367572,,,
Michael Rask,Liberal Alliance,sjælland,,46.0,Gymnasial uddannelse,,1.0,michael.raskliber,8.0,8.0,8.0,8.0,6.0,3.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.1972245773362196,1.9459101490553132,1.3862943611198906,243,334421,0.0007266290095418649,,,
Michael Rosenmark,Danmarksdemokraterne - Inger Støjberg,sjælland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,205302,0.0010082707426133208,,,
Michael Schjelde,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,77,361689,0.00021289007959877132,,,
Michael Valbjørn,Liberal Alliance,vestjylland,48 år,48.0,Bachelor-/diplomuddannelse,,1.0,michael.valbjrn,16.0,10.0,10.0,5.0,2.0,1.0,2.833213344056216,2.3978952727983707,2.3978952727983707,1.791759469228055,1.0986122886681098,0.6931471805599453,636,334421,0.0019017944447268563,,,
Michelle Sundahl,Dansk Folkeparti,vestjylland,25 år,25.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059,324518,0.003263301265261095,,,
Mikael Hertig,Alternativet,sydjylland,76 år,76.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,91770,0.0003595946387708401,,,
Mikael Winther,Alternativet,sydjylland,51 år,51.0,Kandidat-/masteruddannelse,1974-12-05T00:00:00,1.0,mikael_winther,44.0,12.0,13.0,11.0,6.0,5.0,3.8066624897703196,2.5649493574615367,2.6390573296152584,2.4849066497880004,1.9459101490553132,1.791759469228055,96,91770,0.0010460934946060804,49.0,117567.0,0.0004167836212542635
Mikael Würtz,Dansk Folkeparti,vestjylland,56 år,56.0,Ikke oplyst,1970-03-16T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889,324518,0.002739447426645055,,,
Mikkel Bahl,Alternativet,københavn,47 år,47.0,Bachelor-/diplomuddannelse,1979-02-23T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,91770,0.0005775307834804403,,,
Mikkel Bisgaard,"Venstre, Danmarks Liberale Parti",nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,705,361689,0.0019491883911316075,,,
Mikkel Bjørn,Dansk Folkeparti,københavns omegn,30 år,30.0,Bachelor-/diplomuddannelse,,1.0,mikkelbjorn,8.0,8.0,8.0,4.0,1.0,0.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,1.6094379124341003,0.6931471805599453,0.0,5746,324518,0.017706259745222146,,,
Mikkel Dencker,Dansk Folkeparti,københavns omegn,50 år,50.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,324518,0.0023111198762472344,234.0,93428.0,0.0025046024746328724
Mikkel Hartwich,Dansk Folkeparti,nordsjælland,31 år,31.0,Erhvervsuddannelse,1994-11-08T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840,324518,0.0025884542613969024,,,
Mikkel Sammy Christensen,SF - Socialistisk Folkeparti,københavn,,46.0,Kandidat-/masteruddannelse,,1.0,mikkel4prez,25.0,24.0,24.0,13.0,7.0,4.0,3.258096538021482,3.2188758248682006,3.2188758248682006,2.6390573296152584,2.0794415416798357,1.6094379124341003,624,413306,0.0015097772594639322,,,
Mikkel Senna Odoom,Radikale Venstre,københavn,51 år,51.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,207442,0.0025501103923024266,,,
Mikkel Westh Jepsen,Radikale Venstre,nordsjælland,25 år,25.0,Bachelor-/diplomuddannelse,2000-12-16T00:00:00,1.0,mikkelwj2,25.0,19.0,19.0,15.0,6.0,3.0,3.258096538021482,2.995732273553991,2.995732273553991,2.772588722239781,1.9459101490553132,1.3862943611198906,472,207442,0.0022753347923757,,,
Milo Gaarde,SF - Socialistisk Folkeparti,sydjylland,23 år,23.0,Gymnasial uddannelse,2002-11-08T00:00:00,1.0,milo_gaarde,8.0,7.0,8.0,6.0,3.0,2.0,2.1972245773362196,2.0794415416798357,2.1972245773362196,1.9459101490553132,1.3862943611198906,1.0986122886681098,922,413306,0.0022307926814515155,,,
Mogens Haugaard,Moderaterne,sjælland,67 år,67.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,274775,0.0012009826221453916,,,
Mogens Jensen,Socialdemokratiet,vestjylland,62 år,62.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7010,779252,0.008995806234696863,6413.0,971995.0,0.006597770564663399
Mohammad Rona,Moderaterne,nordjylland,41 år,41.0,Bachelor-/diplomuddannelse,,1.0,mohammad_rona,15.0,14.0,14.0,14.0,9.0,4.0,2.772588722239781,2.70805020110221,2.70805020110221,2.70805020110221,2.302585092994046,1.6094379124341003,1604,274775,0.005837503411882449,1062.0,327699.0,0.003240778885501634
Mona Juul,Det Konservative Folkeparti,østjylland,58 år,58.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21594,270749,0.07975652726325859,3695.0,194820.0,0.018966225233548916
Monika Rubin,Moderaterne,københavns omegn,38 år,38.0,Ph.d.-uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4633,274775,0.016861068146665454,3376.0,327699.0,0.01030213702208429
Morten Arvidsson,Moderaterne,nordjylland,62 år,62.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658,274775,0.0023946865617323265,,,
Morten Bering,SF - Socialistisk Folkeparti,københavn,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,413306,0.000166946523883031,,,
Morten Bo Bertelsen,SF - Socialistisk Folkeparti,nordjylland,64 år,64.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772,413306,0.0018678654556188393,,,
Morten Bødskov,Socialdemokratiet,københavns omegn,55 år,55.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5643,779252,0.0072415598548351496,8489.0,971995.0,0.008733584020493932
Morten Dahlin,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,7021,361689,0.019411704530687968,5466.0,470546.0,0.011616292562257463
Morten Dehn,Borgernes Parti - Lars Boje Mathiesen,københavns omegn,54 år,54.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,75928,0.0034242967021388686,,,
Morten E.G. Brautsch,Moderaterne,vestjylland,41 år,41.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585,274775,0.005768355927577108,,,
Morten Hell,Moderaterne,sydjylland,48 år,48.0,Ph.d.-uddannelse,,1.0,morten.hell.moder,8.0,8.0,8.0,8.0,8.0,6.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.1972245773362196,1.9459101490553132,1001,274775,0.0036429806205076883,,,
Morten Hvidberg Greve,Alternativet,nordsjælland,57 år,57.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,91770,0.0015800370491446006,246.0,117567.0,0.0020924238944601803
Morten Høgh,"Venstre, Danmarks Liberale Parti",vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,1712,361689,0.004733348263286968,,,
Morten Messerschmidt,Dansk Folkeparti,sjælland,45 år,45.0,Ikke oplyst,,1.0,mrmesserschmidt,62.0,45.0,45.0,32.0,13.0,6.0,4.143134726391533,3.828641396489095,3.828641396489095,3.4965075614664802,2.6390573296152584,1.9459101490553132,50819,324518,0.15659840132134428,,,
Morten Riis,Enhedslisten - De Rød-Grønne,bornholm,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,226037,0.0012343111968394554,301.0,181452.0,0.001658840905583846
Morten Ryom,Socialdemokratiet,nordjylland,34 år,34.0,Erhvervsuddannelse,,1.0,ry0m18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389,779252,0.0017824785820248136,1799.0,971995.0,0.001850832566011142
Morten Siig Henriksen,SF - Socialistisk Folkeparti,østjylland,,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644,413306,0.0015581675562416225,954.0,293186.0,0.003253907076054109
Morten Sørensen,Det Konservative Folkeparti,østjylland,47 år,47.0,Kandidat-/masteruddannelse,1978-08-30T00:00:00,1.0,morten.srensen16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495,270749,0.001828261600227517,,,
Morten Trillingsgaard Høybye,Det Konservative Folkeparti,sydjylland,32 år,32.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,270749,0.0011560522845883087,,,
Morten Vehl Revsbeck,Danmarksdemokraterne - Inger Støjberg,vestjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681,205302,0.008187937769724601,,,
Nadja Natalie Isaksen,Borgernes Parti - Lars Boje Mathiesen,sydjylland,31 år,31.0,Kandidat-/masteruddannelse,1995-01-05T00:00:00,1.0,nadjaisaksen,6.0,2.0,2.0,2.0,2.0,1.0,1.9459101490553132,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,1301,75928,0.017134653882625646,,,
Nana Harring,Dansk Folkeparti,østjylland,27 år,27.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121,324518,0.003454353841697533,,,
Nana Løcke Buttenschøn,Alternativet,københavns omegn,,46.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,91770,0.002244742290508881,,,
Nanna Bonde,SF - Socialistisk Folkeparti,københavn,32 år,32.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4166,413306,0.010079698818792856,,,
Nanna Høyrup,Alternativet,nordsjælland,46 år,46.0,Bachelor-/diplomuddannelse,1979-04-26T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,91770,0.002920344339108641,451.0,117567.0,0.003836110473176997
Nanna W. Gotfredsen,Moderaterne,københavn,57 år,57.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091,274775,0.003970521335638249,2333.0,327699.0,0.007119338173140596
Natascha Remvig,"Venstre, Danmarks Liberale Parti",københavn,,46.0,Unknown,,,,,,,,,,,,,,,,411,361689,0.001136335359936299,,,
Natasja Bruun Knudsen,Det Konservative Folkeparti,fyn,40 år,40.0,Bachelor-/diplomuddannelse,1985-11-23T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446,270749,0.001647282169093884,,,
Nicholas Wentworth,Radikale Venstre,sydjylland,26 år,26.0,Kandidat-/masteruddannelse,1999-11-22T00:00:00,1.0,nicholas.wentworth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,207442,0.001046075529545608,,,
Nick Zimmermann,Dansk Folkeparti,østjylland,31 år,31.0,Erhvervsuddannelse,,1.0,nick.zimmermann.df,5.0,5.0,5.0,5.0,5.0,4.0,1.791759469228055,1.791759469228055,1.791759469228055,1.791759469228055,1.791759469228055,1.6094379124341003,6007,324518,0.018510529462156183,1039.0,93428.0,0.011120863124545105
Nicklas Stampe Raabjerg,Alternativet,vestjylland,27 år,27.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,91770,0.0015473466274381607,,,
Nicklas Verne,Det Konservative Folkeparti,vestjylland,25 år,25.0,Kandidat-/masteruddannelse,2000-05-13T00:00:00,1.0,nicklasverne,35.0,33.0,33.0,33.0,18.0,13.0,3.58351893845611,3.5263605246161616,3.5263605246161616,3.5263605246161616,2.9444389791664403,2.6390573296152584,352,270749,0.0013000971379395676,,,
Nicolai Sandager,Liberal Alliance,sjælland,49 år,49.0,Gymnasial uddannelse,,1.0,sandagern,7.0,7.0,7.0,5.0,4.0,0.0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.791759469228055,1.6094379124341003,0.0,172,334421,0.000514321768070785,493.0,278656.0,0.0017692064768029397
Nicolai Wammen,Socialdemokratiet,østjylland,55 år,55.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19203,779252,0.024642862642636786,18022.0,971995.0,0.018541247640162756
Niels Bolding,Dansk Folkeparti,fyn,59 år,59.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,324518,0.001060033649905398,,,
Niels Christensen,Borgernes Parti - Lars Boje Mathiesen,nordjylland,72 år,72.0,Ikke oplyst,1953-10-01T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,75928,0.004622800547887472,,,
Niels H. Bünemann,"Venstre, Danmarks Liberale Parti",nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,606,361689,0.0016754725745046159,,,
Niels Haxthausen,SF - Socialistisk Folkeparti,københavns omegn,71 år,71.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,413306,0.0007524691148930817,413.0,293186.0,0.0014086620779982673
Niels Henning Bladt,"Venstre, Danmarks Liberale Parti",sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,590,361689,0.0016312356748477282,577.0,470546.0,0.00122623505459615
Niels Kristian Larsen,SF - Socialistisk Folkeparti,vestjylland,25 år,25.0,Gymnasial uddannelse,2001-04-04T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648,413306,0.0015678456155971605,488.0,293186.0,0.0016644723827195023
Niels Peder Ravn,Det Konservative Folkeparti,københavn,58 år,58.0,Bachelor-/diplomuddannelse,1967-06-18T00:00:00,1.0,nielspederravn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,270749,0.001702684035767445,,,
Niels Povlsgaard,Liberal Alliance,østjylland,46 år,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,334421,0.0002631413697106342,,,
Niklas Stenbye,"Venstre, Danmarks Liberale Parti",bornholm,,46.0,Unknown,,,,,,,,,,,,,,,,558,361689,0.0015427618755339532,,,
Nikolai Eskild Jensen,Alternativet,københavn,34 år,34.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,91770,0.002419091206276561,,,
Nikolaj Brink Olsen,Liberal Alliance,sjælland,58 år,58.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,334421,0.0002780925838987384,,,
Nikolaj Bøgh,Det Konservative Folkeparti,københavn,57 år,57.0,Kandidat-/masteruddannelse,1969-01-20T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827,270749,0.006747947360839744,1425.0,194820.0,0.007314444102248229
Nikolaj C. Andersen,Moderaterne,nordjylland,35 år,35.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,274775,0.0006114093349103813,,,
Nikolaj Leed Henriksen,"Venstre, Danmarks Liberale Parti",fyn,,46.0,Unknown,,,,,,,,,,,,,,,,649,361689,0.0017943592423325012,1103.0,470546.0,0.0023440853816630042
Nikolaj Vang,Danmarksdemokraterne - Inger Støjberg,fyn,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,205302,0.006687708838686423,,,
Nikoline Erbs Hillers-Bendtsen,Alternativet,østjylland,24 år,24.0,Bachelor-/diplomuddannelse,,1.0,nikolineerbs,60.0,10.0,10.0,10.0,4.0,2.0,4.110873864173311,2.3978952727983707,2.3978952727983707,2.3978952727983707,1.6094379124341003,1.0986122886681098,1267,91770,0.013806254767353166,1555.0,117567.0,0.01322650063368122
Nils Brøgger,SF - Socialistisk Folkeparti,vestjylland,46 år,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898,413306,0.004592239164202794,,,
Nils Sjøberg,Radikale Venstre,sydjylland,65 år,65.0,Kandidat-/masteruddannelse,1960-08-04T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,207442,0.0013545955013931606,723.0,133931.0,0.005398302110788391
Noah Sturis,Alternativet,københavn,,46.0,Kandidat-/masteruddannelse,,1.0,unfuckthesystem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,91770,0.0016672115070284408,906.0,117567.0,0.007706244099109444
Nynne Printz,SF - Socialistisk Folkeparti,fyn,57 år,57.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,413306,0.0005661664722989746,382.0,293186.0,0.0013029271520468234
Ole Birk Olesen,Liberal Alliance,københavn,53 år,53.0,Bachelor-/diplomuddannelse,1972-12-21T00:00:00,1.0,olebirkolesen,5.0,4.0,5.0,4.0,1.0,1.0,1.791759469228055,1.6094379124341003,1.791759469228055,1.6094379124341003,0.6931471805599453,0.6931471805599453,2886,334421,0.008629840829373753,5488.0,278656.0,0.01969453376205788
Ole Dupont Kofod,Alternativet,fyn,54 år,54.0,Kandidat-/masteruddannelse,1971-09-02T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,91770,0.0008826413860738803,146.0,117567.0,0.001241845075573928
Ole Lynggaard Jørgensen,Radikale Venstre,sydjylland,71 år,71.0,Bachelor-/diplomuddannelse,1955-03-17T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,207442,0.0008580711717010056,270.0,133931.0,0.0020159634438628848
Partiliste,Alternativet,bornholm,,46.0,Unknown,,,,,,,,,,,,,,,,344,91770,0.0037485016890051216,414.0,117567.0,0.0035213963101890836
Partiliste,Alternativet,fyn,,46.0,Unknown,,,,,,,,,,,,,,,,4861,91770,0.0529693799716683,6197.0,117567.0,0.05271036940638104
Partiliste,Alternativet,københavn,,46.0,Unknown,,,,,,,,,,,,,,,,9896,91770,0.10783480440231012,18846.0,117567.0,0.16030008420730307
Partiliste,Alternativet,københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,3662,91770,0.03990410809632777,5752.0,117567.0,0.04892529366233722
Partiliste,Alternativet,nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,3147,91770,0.03429225237005557,3833.0,117567.0,0.03260268612791004
Partiliste,Alternativet,nordsjælland,,46.0,Unknown,,,,,,,,,,,,,,,,4707,91770,0.05129127165740438,6411.0,117567.0,0.05453060807879762
Partiliste,Alternativet,sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,6094,91770,0.06640514329301514,7039.0,117567.0,0.059872243061403284
Partiliste,Alternativet,sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,3496,91770,0.0380952380952381,4448.0,117567.0,0.03783374586406049
Partiliste,Alternativet,vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,2388,91770,0.02602157567832625,2846.0,117567.0,0.024207473185502735
Partiliste,Alternativet,østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,8643,91770,0.09418110493625367,10495.0,117567.0,0.08926824704211216
Partiliste,Borgernes Parti - Lars Boje Mathiesen,bornholm,,46.0,Unknown,,,,,,,,,,,,,,,,393,75928,0.005175956169002213,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,fyn,,46.0,Unknown,,,,,,,,,,,,,,,,5784,75928,0.07617743125065853,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,københavn,,46.0,Unknown,,,,,,,,,,,,,,,,3007,75928,0.03960330839742914,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,3878,75928,0.05107470234959435,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,7031,75928,0.09260088504899379,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,nordsjælland,,46.0,Unknown,,,,,,,,,,,,,,,,3709,75928,0.04884890949320409,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,11226,75928,0.1478505953008113,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,9739,75928,0.12826625223896324,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,6652,75928,0.08760931408702982,,,
Partiliste,Borgernes Parti - Lars Boje Mathiesen,østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,2271,75928,0.029909914655989887,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,bornholm,,46.0,Unknown,,,,,,,,,,,,,,,,795,205302,0.0038723441564134787,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,fyn,,46.0,Unknown,,,,,,,,,,,,,,,,11820,205302,0.05757372066516644,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,københavn,,46.0,Unknown,,,,,,,,,,,,,,,,2870,205302,0.013979405948310293,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,4457,205302,0.021709481641679088,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,10616,205302,0.05170918938928992,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,nordsjælland,,46.0,Unknown,,,,,,,,,,,,,,,,5718,205302,0.027851652687260718,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,20455,205302,0.09963371033891535,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,26836,205302,0.13071475192643034,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,25988,205302,0.12658425149292263,,,
Partiliste,Danmarksdemokraterne - Inger Støjberg,østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,19977,205302,0.09730543297191455,,,
Partiliste,Dansk Folkeparti,bornholm,,46.0,Unknown,,,,,,,,,,,,,,,,1956,324518,0.0060274006372527875,403.0,93428.0,0.004313482039645503
Partiliste,Dansk Folkeparti,fyn,,46.0,Unknown,,,,,,,,,,,,,,,,20957,324518,0.06457885232868439,5098.0,93428.0,0.05456608297298454
Partiliste,Dansk Folkeparti,københavn,,46.0,Unknown,,,,,,,,,,,,,,,,20305,324518,0.06256971878293346,5339.0,93428.0,0.057145609453268825
Partiliste,Dansk Folkeparti,københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,24569,324518,0.07570920565269107,3196.0,93428.0,0.03420816029455838
Partiliste,Dansk Folkeparti,nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,18740,324518,0.05774718197449756,4987.0,93428.0,0.053378002311940745
Partiliste,Dansk Folkeparti,nordsjælland,,46.0,Unknown,,,,,,,,,,,,,,,,20855,324518,0.06426454002551477,6064.0,93428.0,0.06490559575287923
Partiliste,Dansk Folkeparti,sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,20047,324518,0.06177469354550441,10122.0,93428.0,0.1083401121719399
Partiliste,Dansk Folkeparti,sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,27407,324518,0.0844544832644106,6048.0,93428.0,0.06473434088281886
